0xc2
0x1ca
0x346
0x49c
0x4a6
0x586
0x692
0x78c
0x8d2
0xa66
0xac4
0xb39
0xb4b
0xb54
0xe26
0xe36
0x1410
0x146c
0x14f5
0x14fc
0x157d
0x166e
0x17e8
0x1945
