0x17f
0x4cd
0x533
0x6c5
0x72b
0xaa1
0xb07
0xd00
0xd66
0x118b
0x1523
0x1529
0x152f
0x1538
0x1541
0x154a
0x1553
0x155c
0x1565
0x1571
0x157d
0x1c89
0x1c8f
0x1c95
0x1c9e
0x1ca7
0x1cb0
0x1cb9
0x1cc2
0x1ccb
0x1cd7
0x1ce3
0x242b
0x2431
0x2437
0x2443
0x246b
0x26d4
0x26da
0x26e0
0x26e9
0x26f2
0x26fb
0x2704
0x270d
0x2716
0x2722
0x272e
0x2962
0x296e
0x2e95
0x2ea1
0x308f
0x30aa
