0x15c2
0x15c9
0x15df
0x15e6
0x15fc
0x1603
0x1619
0x163a
0x165b
0x167c
0x169d
0x16bf
0x16e1
0x1709
0x1d28
0x1d2f
0x1d45
0x1d4c
0x1d62
0x1d69
0x1d7f
0x1da0
0x1dc1
0x1de2
0x1e03
0x1e25
0x1e47
0x1e6f
0x24b3
0x24ba
0x24d0
0x24d7
0x24ed
0x24f4
0x250a
0x2531
0x25a3
0x25aa
0x25c0
0x25c7
0x25dd
0x25e4
0x25fa
0x2621
0x2773
0x277a
0x2790
0x2797
0x27ad
0x27b4
0x27ca
0x27eb
0x280c
0x282d
0x284e
0x2870
0x2892
0x28ba
0x299b
0x29c2
0x2ece
0x2ef5
0x3124
0x314f
