0x13d	0x1ca	0	0x13b
0x143	0x1ca	64	0x141
0x17f	0x1ca	32	0x17d
0x22b	0x26b	0	0x228
0x271	0x2b1	0	0x26e
0x2b7	0x1519	0	0x2b4
0x396	0x3a4	0	0x1751
0x3ff	0x5ac	96	0x3fd
0x40b	0x5ac	128	0x409
0x417	0x5ac	160	0x415
0x423	0x5ac	192	0x421
0x42f	0x5ac	224	0x42d
0x43b	0x5ac	256	0x439
0x44d	0x5ac	288	0x44b
0x45f	0x5ac	320	0x45d
0x467	0x5ac	0	0x465
0x46d	0x5ac	352	0x46b
0x4cd	0x5ac	32	0x4cb
0x533	0x5ac	64	0x531
0x60d	0x79e	96	0x60b
0x657	0x79e	128	0x655
0x65f	0x79e	0	0x65d
0x665	0x79e	160	0x663
0x6c5	0x79e	32	0x6c3
0x72b	0x79e	64	0x729
0x7ff	0x83f	0	0x7fc
0x845	0x885	0	0x842
0x88b	0x1c7f	0	0x888
0x96a	0x978	0	0x968
0x9d3	0xb80	96	0x9d1
0x9df	0xb80	128	0x9dd
0x9eb	0xb80	160	0x9e9
0x9f7	0xb80	192	0x9f5
0xa03	0xb80	224	0xa01
0xa0f	0xb80	256	0xa0d
0xa21	0xb80	288	0xa1f
0xa33	0xb80	320	0xa31
0xa3b	0xb80	0	0xa39
0xa41	0xb80	352	0xa3f
0xaa1	0xb80	32	0xa9f
0xb07	0xb80	64	0xb05
0xbc9	0xbd7	0	0x216c
0xc32	0xddf	96	0xc30
0xc3e	0xddf	128	0xc3c
0xc4a	0xddf	160	0xc48
0xc56	0xddf	192	0xc54
0xc62	0xddf	224	0xc60
0xc6e	0xddf	256	0xc6c
0xc80	0xddf	288	0xc7e
0xc92	0xddf	320	0xc90
0xc9a	0xddf	0	0xc98
0xca0	0xddf	352	0xc9e
0xd00	0xddf	32	0xcfe
0xd66	0xddf	64	0xd64
0xe20	0xe60	0	0xe1d
0xe66	0xea6	0	0xe63
0xeac	0x3177	0	0xea9
0xeb4	0x2fe0	0	0xe90
0xf71	0xfb1	0	0xf6e
0xfb7	0xff7	0	0xfb4
0xffd	0x26ca	0	0xffa
0x1149	0x11d6	0	0x1147
0x114f	0x11d6	64	0x114d
0x118b	0x11d6	32	0x1189
0x12b9	0x12c5	0	0x12b7
0x12bf	0x12c5	32	0x1287
0x12cd	0x141	0	0x12c6
0x12cd	0x14a	0	0x12c6
0x12cd	0x1416	0	0x12c6
0x12d9	0x133a	0	0x12d6
0x132a	0x1336	0	0x1328
0x1330	0x1336	32	0x12f8
0x133e	0x183	0	0x1337
0x133e	0x18c	0	0x1337
0x133e	0x146d	0	0x1337
0x134a	0x12f	0	0x1347
0x134a	0x1c5	0	0x1347
0x139c	0x13a8	0	0x137f_0x0
0x13a2	0x13a8	32	0x1396
0x13f8	0x13fd	0	0x13e6
0x144f	0x1454	0	0x143d
0x1523	0x15c2	0	0x225
0x1529	0x15df	0	0x26b
0x152f	0x15fc	0	0x2b1
0x1538	0x1619	0	0x1536
0x1541	0x163a	0	0x153f
0x154a	0x165b	0	0x1548
0x1553	0x167c	0	0x1551
0x155c	0x169d	0	0x155a
0x1565	0x16bf	0	0x1563
0x1571	0x16e1	0	0x156f
0x157d	0x1709	0	0x157b
0x15b1	0x15bd	0	0x15af
0x15b7	0x15bd	32	0x157f
0x1741	0x174a	32	0x173d
0x1745	0x174a	0	0x37f
0x1759	0x1762	32	0x1755
0x175d	0x1762	0	0x3d6
0x1795	0x182d	0	0x1792
0x179c	0x46b	0	0x177f
0x179c	0x474	0	0x177f
0x17dc	0x17e1	0	0x176c
0x1833	0x18cb	0	0x1830
0x183a	0x4d1	0	0x181d
0x183a	0x4da	0	0x181d
0x187a	0x187f	0	0x180a
0x18d1	0x3e9	0	0x18ce
0x18d1	0x5a7	0	0x18ce
0x18d8	0x537	0	0x18bb
0x18d8	0x540	0	0x18bb
0x1918	0x191d	0	0x18a8
0x19e9	0x19f2	32	0x19e5
0x19ed	0x19f2	0	0x5de
0x1a25	0x1abd	0	0x1a22
0x1a2c	0x663	0	0x1a0f
0x1a2c	0x66c	0	0x1a0f
0x1a6c	0x1a71	0	0x19fc
0x1ac3	0x1b5b	0	0x1ac0
0x1aca	0x6c9	0	0x1aad
0x1aca	0x6d2	0	0x1aad
0x1b0a	0x1b0f	0	0x1a9a
0x1b61	0x5f1	0	0x1b5e
0x1b61	0x799	0	0x1b5e
0x1b68	0x72f	0	0x1b4b
0x1b68	0x738	0	0x1b4b
0x1ba8	0x1bad	0	0x1b38
0x1c89	0x1d28	0	0x7f9
0x1c8f	0x1d45	0	0x83f
0x1c95	0x1d62	0	0x885
0x1c9e	0x1d7f	0	0x1c9c
0x1ca7	0x1da0	0	0x1ca5
0x1cb0	0x1dc1	0	0x1cae
0x1cb9	0x1de2	0	0x1cb7
0x1cc2	0x1e03	0	0x1cc0
0x1ccb	0x1e25	0	0x1cc9
0x1cd7	0x1e47	0	0x1cd5
0x1ce3	0x1e6f	0	0x1ce1
0x1d17	0x1d23	0	0x1d15
0x1d1d	0x1d23	32	0x1ce5
0x1ecc	0x1ed5	32	0x1ec8
0x1ed0	0x1ed5	0	0x9aa
0x1f08	0x1fa0	0	0x1f05
0x1f0f	0xa3f	0	0x1ef2
0x1f0f	0xa48	0	0x1ef2
0x1f4f	0x1f54	0	0x1edf
0x1fa6	0x203e	0	0x1fa3
0x1fad	0xaa5	0	0x1f90
0x1fad	0xaae	0	0x1f90
0x1fed	0x1ff2	0	0x1f7d
0x2044	0x9bd	0	0x2041
0x2044	0xb7b	0	0x2041
0x204b	0xb0b	0	0x202e
0x204b	0xb14	0	0x202e
0x208b	0x2090	0	0x201b
0x215c	0x2165	32	0x2158
0x2160	0x2165	0	0xbb2
0x2174	0x217d	32	0x2170
0x2178	0x217d	0	0xc09
0x21b0	0x2248	0	0x21ad
0x21b7	0xc9e	0	0x219a
0x21b7	0xca7	0	0x219a
0x21f7	0x21fc	0	0x2187
0x224e	0x22e6	0	0x224b
0x2255	0xd04	0	0x2238
0x2255	0xd0d	0	0x2238
0x2295	0x229a	0	0x2225
0x22ec	0xc1c	0	0x22e9
0x22ec	0xdda	0	0x22e9
0x22f3	0xd6a	0	0x22d6
0x22f3	0xd73	0	0x22d6
0x2333	0x2338	0	0x22c3
0x242b	0x24b3	0	0xe1a
0x242b	0x25a3	0	0xe1a
0x2431	0x24d0	0	0xe60
0x2431	0x25c0	0	0xe60
0x2437	0x24ed	0	0xea6
0x2437	0x25dd	0	0xea6
0x2443	0x250a	0	0x2441
0x2443	0x25fa	0	0x2441
0x246b	0x2531	0	0x2469
0x246b	0x2621	0	0x2469
0x24a2	0x24ae	0	0x24a0
0x24a8	0x24ae	32	0x2470
0x258a	0x258f	0	0x2571
0x26d4	0x2773	0	0xf6b
0x26da	0x2790	0	0xfb1
0x26e0	0x27ad	0	0xff7
0x26e9	0x27ca	0	0x26e7
0x26f2	0x27eb	0	0x26f0
0x26fb	0x280c	0	0x26f9
0x2704	0x282d	0	0x2702
0x270d	0x284e	0	0x270b
0x2716	0x2870	0	0x2714
0x2722	0x2892	0	0x2720
0x272e	0x28ba	0	0x272c
0x2762	0x276e	0	0x2760
0x2768	0x276e	32	0x2730
0x2962	0x299b	0	0x2960
0x296e	0x29c2	0	0x296c
0x2986	0x298b	0	0x294d
0x29f1	0x29fd	0	0x29e7
0x29f7	0x29fd	32	0x29eb
0x2a6e	0x2a7a	0	0x2a6c
0x2a74	0x2a7a	32	0x2a3c
0x2acc	0x2ad8	0	0x2aca
0x2ad2	0x2ad8	32	0x2a9a
0x2ae0	0x114d	0	0x2ad9
0x2ae0	0x1156	0	0x2ad9
0x2ae0	0x2c29	0	0x2ad9
0x2aec	0x2b4d	0	0x2ae9
0x2b3d	0x2b49	0	0x2b3b
0x2b43	0x2b49	32	0x2b0b
0x2b51	0x118f	0	0x2b4a
0x2b51	0x1198	0	0x2b4a
0x2b51	0x2c80	0	0x2b4a
0x2b5d	0x113b	0	0x2b5a
0x2b5d	0x11d1	0	0x2b5a
0x2baf	0x2bbb	0	0x2b92_0x0
0x2bb5	0x2bbb	32	0x2ba9
0x2c0b	0x2c10	0	0x2bf9
0x2c62	0x2c67	0	0x2c50
0x2e95	0x2ece	0	0x2e93
0x2ea1	0x2ef5	0	0x2e9f
0x2eb9	0x2ebe	0	0x2e80
0x2f24	0x2f30	0	0x2f1a
0x2f2a	0x2f30	32	0x2f1e
0x2fa1	0x2fad	0	0x2f9f
0x2fa7	0x2fad	32	0x2f6f
0x3052	0x3057	0	0x3040
0x309f	0x30a4	0	0x305f
0x310a	0x310f	0	0x30f2arg0x2
0x317d	0x2421	0	0x317a
0x317d	0x2fdc	0	0x317a
0x317d	0x3036	0	0x317a
0x317d	0x3062	0	0x317a
0x317d	0x30c2	0	0x317a
