0x13d	0x1ca	0	0	32
0x143	0x1ca	64	0	32
0x17f	0x1ca	32	0	32
0x22b	0x26b	0	0	32
0x271	0x2b1	0	0	32
0x2b7	0x1519	0	0	32
0x396	0x3a4	0	0	32
0x3ff	0x5ac	96	0	32
0x40b	0x5ac	128	0	32
0x417	0x5ac	160	0	32
0x423	0x5ac	192	0	32
0x42f	0x5ac	224	0	32
0x43b	0x5ac	256	0	32
0x44d	0x5ac	288	0	32
0x45f	0x5ac	320	0	32
0x467	0x5ac	0	0	32
0x46d	0x5ac	352	0	32
0x4cd	0x5ac	32	0	32
0x533	0x5ac	64	0	32
0x60d	0x79e	96	0	32
0x657	0x79e	128	0	32
0x65f	0x79e	0	0	32
0x665	0x79e	160	0	32
0x6c5	0x79e	32	0	32
0x72b	0x79e	64	0	32
0x7ff	0x83f	0	0	32
0x845	0x885	0	0	32
0x88b	0x1c7f	0	0	32
0x96a	0x978	0	0	32
0x9d3	0xb80	96	0	32
0x9df	0xb80	128	0	32
0x9eb	0xb80	160	0	32
0x9f7	0xb80	192	0	32
0xa03	0xb80	224	0	32
0xa0f	0xb80	256	0	32
0xa21	0xb80	288	0	32
0xa33	0xb80	320	0	32
0xa3b	0xb80	0	0	32
0xa41	0xb80	352	0	32
0xaa1	0xb80	32	0	32
0xb07	0xb80	64	0	32
0xbc9	0xbd7	0	0	32
0xc32	0xddf	96	0	32
0xc3e	0xddf	128	0	32
0xc4a	0xddf	160	0	32
0xc56	0xddf	192	0	32
0xc62	0xddf	224	0	32
0xc6e	0xddf	256	0	32
0xc80	0xddf	288	0	32
0xc92	0xddf	320	0	32
0xc9a	0xddf	0	0	32
0xca0	0xddf	352	0	32
0xd00	0xddf	32	0	32
0xd66	0xddf	64	0	32
0xe20	0xe60	0	0	32
0xe66	0xea6	0	0	32
0xeac	0x3177	0	0	32
0xeb4	0x2fe0	0	0	32
0xf71	0xfb1	0	0	32
0xfb7	0xff7	0	0	32
0xffd	0x26ca	0	0	32
0x1149	0x11d6	0	0	32
0x114f	0x11d6	64	0	32
0x118b	0x11d6	32	0	32
0x12b9	0x12c5	0	0	32
0x12bf	0x12c5	32	0	32
0x12cd	0x141	0	0	32
0x12cd	0x14a	0	0	32
0x12cd	0x1416	0	0	32
0x12d9	0x133a	0	0	32
0x132a	0x1336	0	0	32
0x1330	0x1336	32	0	32
0x133e	0x183	0	0	32
0x133e	0x18c	0	0	32
0x133e	0x146d	0	0	32
0x134a	0x12f	0	0	32
0x134a	0x1c5	0	0	32
0x139c	0x13a8	0	0	32
0x13a2	0x13a8	32	0	32
0x13f8	0x13fd	0	0	32
0x144f	0x1454	0	0	32
0x1523	0x15c2	0	0	32
0x1529	0x15df	0	0	32
0x152f	0x15fc	0	0	32
0x1538	0x1619	0	0	32
0x1541	0x163a	0	0	32
0x154a	0x165b	0	0	32
0x1553	0x167c	0	0	32
0x155c	0x169d	0	0	32
0x1565	0x16bf	0	0	32
0x1571	0x16e1	0	0	32
0x157d	0x1709	0	0	32
0x15b1	0x15bd	0	0	32
0x15b7	0x15bd	32	0	32
0x1741	0x174a	32	0	32
0x1745	0x174a	0	0	32
0x1759	0x1762	32	0	32
0x175d	0x1762	0	0	32
0x1795	0x182d	0	0	32
