0x31d9	0x30f2	0x1513	0x1cb	0x31d9B0x1513
0x30f2	0x30f2	0x1513	0x1cb	0x30f2B0x1513
0x3133	0x30f2	0x1513	0x1cb	0x3133B0x1513
0x3161	0x30f2	0x1513	0x1cb	0x3161B0x1513
0x3160	0x30f2	0x1513	0x1cb	0x3160B0x1513
0x3145	0x30f2	0x1513	0x1cb	0x3145B0x1513
0x316e	0x30f2	0x1513	0x1cb	0x316eB0x1513
0x31ca	0x30f2	0x1513	0x1cb	0x31caB0x1513
0x31ec	0x30f2	0x1513	0x1cb	0x31ecB0x1513
0x31e8	0x30f2	0x1513	0x1cb	0x31e8B0x1513
0x31d0	0x30f2	0x1513	0x1cb	0x31d0B0x1513
0x3123	0x30f2	0x1513	0x1cb	0x3123B0x1513
0x3142	0x30f2	0x1513	0x1cb	0x3142B0x1513
0x314e	0x30f2	0x1513	0x1cb	0x314eB0x1513
0x31d9	0x30f2	0x15d9	0x1cb	0x31d9B0x15d9
0x30f2	0x30f2	0x15d9	0x1cb	0x30f2B0x15d9
0x3133	0x30f2	0x15d9	0x1cb	0x3133B0x15d9
0x3161	0x30f2	0x15d9	0x1cb	0x3161B0x15d9
0x3160	0x30f2	0x15d9	0x1cb	0x3160B0x15d9
0x3145	0x30f2	0x15d9	0x1cb	0x3145B0x15d9
0x316e	0x30f2	0x15d9	0x1cb	0x316eB0x15d9
0x31ca	0x30f2	0x15d9	0x1cb	0x31caB0x15d9
0x31ec	0x30f2	0x15d9	0x1cb	0x31ecB0x15d9
0x31e8	0x30f2	0x15d9	0x1cb	0x31e8B0x15d9
0x31d0	0x30f2	0x15d9	0x1cb	0x31d0B0x15d9
0x3123	0x30f2	0x15d9	0x1cb	0x3123B0x15d9
0x3142	0x30f2	0x15d9	0x1cb	0x3142B0x15d9
0x314e	0x30f2	0x15d9	0x1cb	0x314eB0x15d9
0x31d9	0x30f2	0x15f6	0x1cb	0x31d9B0x15f6
0x30f2	0x30f2	0x15f6	0x1cb	0x30f2B0x15f6
0x3133	0x30f2	0x15f6	0x1cb	0x3133B0x15f6
0x3161	0x30f2	0x15f6	0x1cb	0x3161B0x15f6
0x3160	0x30f2	0x15f6	0x1cb	0x3160B0x15f6
0x3145	0x30f2	0x15f6	0x1cb	0x3145B0x15f6
0x316e	0x30f2	0x15f6	0x1cb	0x316eB0x15f6
0x31ca	0x30f2	0x15f6	0x1cb	0x31caB0x15f6
0x31ec	0x30f2	0x15f6	0x1cb	0x31ecB0x15f6
0x31e8	0x30f2	0x15f6	0x1cb	0x31e8B0x15f6
0x31d0	0x30f2	0x15f6	0x1cb	0x31d0B0x15f6
0x3123	0x30f2	0x15f6	0x1cb	0x3123B0x15f6
0x3142	0x30f2	0x15f6	0x1cb	0x3142B0x15f6
0x314e	0x30f2	0x15f6	0x1cb	0x314eB0x15f6
0x31d9	0x30f2	0x1c79	0x79f	0x31d9B0x1c79
0x30f2	0x30f2	0x1c79	0x79f	0x30f2B0x1c79
0x3133	0x30f2	0x1c79	0x79f	0x3133B0x1c79
0x3161	0x30f2	0x1c79	0x79f	0x3161B0x1c79
0x3160	0x30f2	0x1c79	0x79f	0x3160B0x1c79
0x3145	0x30f2	0x1c79	0x79f	0x3145B0x1c79
0x316e	0x30f2	0x1c79	0x79f	0x316eB0x1c79
0x31ca	0x30f2	0x1c79	0x79f	0x31caB0x1c79
0x31ec	0x30f2	0x1c79	0x79f	0x31ecB0x1c79
0x31e8	0x30f2	0x1c79	0x79f	0x31e8B0x1c79
0x31d0	0x30f2	0x1c79	0x79f	0x31d0B0x1c79
0x3123	0x30f2	0x1c79	0x79f	0x3123B0x1c79
0x3142	0x30f2	0x1c79	0x79f	0x3142B0x1c79
0x314e	0x30f2	0x1c79	0x79f	0x314eB0x1c79
0x31d9	0x30f2	0x1d3f	0x79f	0x31d9B0x1d3f
0x30f2	0x30f2	0x1d3f	0x79f	0x30f2B0x1d3f
0x3133	0x30f2	0x1d3f	0x79f	0x3133B0x1d3f
0x3161	0x30f2	0x1d3f	0x79f	0x3161B0x1d3f
0x3160	0x30f2	0x1d3f	0x79f	0x3160B0x1d3f
0x3145	0x30f2	0x1d3f	0x79f	0x3145B0x1d3f
0x316e	0x30f2	0x1d3f	0x79f	0x316eB0x1d3f
0x31ca	0x30f2	0x1d3f	0x79f	0x31caB0x1d3f
0x31ec	0x30f2	0x1d3f	0x79f	0x31ecB0x1d3f
0x31e8	0x30f2	0x1d3f	0x79f	0x31e8B0x1d3f
0x31d0	0x30f2	0x1d3f	0x79f	0x31d0B0x1d3f
0x3123	0x30f2	0x1d3f	0x79f	0x3123B0x1d3f
0x3142	0x30f2	0x1d3f	0x79f	0x3142B0x1d3f
0x314e	0x30f2	0x1d3f	0x79f	0x314eB0x1d3f
0x31d9	0x30f2	0x1d5c	0x79f	0x31d9B0x1d5c
0x30f2	0x30f2	0x1d5c	0x79f	0x30f2B0x1d5c
0x3133	0x30f2	0x1d5c	0x79f	0x3133B0x1d5c
0x3161	0x30f2	0x1d5c	0x79f	0x3161B0x1d5c
0x3160	0x30f2	0x1d5c	0x79f	0x3160B0x1d5c
0x3145	0x30f2	0x1d5c	0x79f	0x3145B0x1d5c
0x316e	0x30f2	0x1d5c	0x79f	0x316eB0x1d5c
0x31ca	0x30f2	0x1d5c	0x79f	0x31caB0x1d5c
0x31ec	0x30f2	0x1d5c	0x79f	0x31ecB0x1d5c
0x31e8	0x30f2	0x1d5c	0x79f	0x31e8B0x1d5c
0x31d0	0x30f2	0x1d5c	0x79f	0x31d0B0x1d5c
0x3123	0x30f2	0x1d5c	0x79f	0x3123B0x1d5c
0x3142	0x30f2	0x1d5c	0x79f	0x3142B0x1d5c
0x314e	0x30f2	0x1d5c	0x79f	0x314eB0x1d5c
0x31d9	0x30f2	0x241c	0xde0	0x31d9B0x241c
0x30f2	0x30f2	0x241c	0xde0	0x30f2B0x241c
0x3133	0x30f2	0x241c	0xde0	0x3133B0x241c
0x3161	0x30f2	0x241c	0xde0	0x3161B0x241c
0x3160	0x30f2	0x241c	0xde0	0x3160B0x241c
0x3145	0x30f2	0x241c	0xde0	0x3145B0x241c
0x316e	0x30f2	0x241c	0xde0	0x316eB0x241c
