0xef	0x3435	320
0x127	0x653135	320
0x6f4	0x36313066	320
0x1149	0x3935	320
0x1259	0x653135	2144403194
0x1259	0x36313066	1241841609
0x1259	0x363030	2147483647
0x1259	0x64356236303030	3551280
0x1259	0x63333738646161	3551280
0x1259	0x623438	2144599031
0x1259	0x31656530	1322306303
0x1259	0x6237356433	3551280
0x1259	0x35306562	1258670797
0x1259	0x35613631303032	3551280
0x2004	0x64356236303030	320
0x2004	0x63333738646161	320
0x2004	0x6237356433	320
0x2004	0x35613631303032	320
0x2347	0x3935	64
0x2347	0x3835	320
0x2eb7	0x653135	2147287810
0x2eb7	0x36313066	1244726225
0x2eb7	0x64356236303030	6435896
0x2eb7	0x63333738646161	6435896
0x2eb7	0x623438	2147483647
0x2eb7	0x31656530	1325190919
0x2eb7	0x6237356433	6435896
0x2eb7	0x35306562	1261555413
0x2eb7	0x35613631303032	6435896
0x2ff6	0x3835	108
0x2ff6	0x3761	320
0x1948	0x64356236303030	320
0x1948	0x63333738646161	320
0x1948	0x6237356433	320
0x1948	0x35613631303032	320
0x269c	0x64356236303030	320
0x269c	0x63333738646161	320
0x269c	0x6237356433	320
0x269c	0x35613631303032	320
0x2ec4	0x31656530	320
0x2ee7	0x64356236303030	320
0x2ee7	0x63333738646161	320
0x2ee7	0x6237356433	320
0x2ee7	0x35613631303032	320
0x2f98	0x64356236303030	320
0x2f98	0x63333738646161	320
0x2f98	0x6237356433	320
0x2f98	0x35613631303032	320
0x3021	0x36313066	2130654459
0x3021	0x64356236303030	892364130
0x3021	0x63333738646161	892364130
0x3021	0x6237356433	892364130
0x3021	0x35306562	2147483647
0x3021	0x35613631303032	892364130
0x3041	0x64356236303030	320
0x3041	0x63333738646161	320
0x3041	0x6237356433	320
0x3041	0x35613631303032	320
