0xd6
0x163
0x244
0x376
0x42c
0x4aa
0x60c
0x910
0x9ef
0xb80
0xb89
0xbea
0xcdc
0xd97
0xde2
0xf1c
0x1014
0x109e
0x1310
0x132e
0x13b8
0x1426
0x1480
0x14d8
0x1621
0x1789
0x178e
0x1797
0x17e6
0x18f2
0x1988
0x1b13
0x1c78
0x1c81
0x1cd0
0x1e1f
0x1f5d
0x1f7f
0x1fad
0x1fc0
